"","Sample","downloaded","mapped","asked","circ","path","Type","Cellline","OncotreeLineage","is_ecDNA"
"6077","SRP163431_GSM3416551_SNU484-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP163431_GSM3416551_SNU484-Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6078","SRP163431_GSM3416553_YCC11-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP163431_GSM3416553_YCC11-Input_ChIP_STAD","Input","YCC11","Esophagus/Stomach","0"
"6079","SRP166124_GSM3438224_HS746T_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166124_GSM3438224_HS746T_Input_ChIP_STAD","Input","HS746T","Esophagus/Stomach","0"
"6080","SRP166124_GSM3438226_YCC11_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166124_GSM3438226_YCC11_Input_ChIP_STAD","Input","YCC11","Esophagus/Stomach","0"
"6081","SRP166124_GSM3438228_AGS_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166124_GSM3438228_AGS_Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6082","SRP166125_GSM3438291_KATOIII_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438291_KATOIII_Input_ChIP_STAD","Input","KATOIII","Esophagus/Stomach","0"
"6083","SRP166125_GSM3438293_SNU719_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438293_SNU719_Input_ChIP_STAD","Input","SNU719","Esophagus/Stomach","0"
"6084","SRP166125_GSM3438295_YCC10_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438295_YCC10_Input_ChIP_STAD","Input","YCC10","Esophagus/Stomach","0"
"6085","SRP166125_GSM3438299_IM95_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438299_IM95_Input_ChIP_STAD","Input","IM95","Esophagus/Stomach","0"
"6086","SRP166125_GSM3438301_LMSU_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438301_LMSU_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6087","SRP166125_GSM3438303_SNU484_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP166125_GSM3438303_SNU484_Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6088","SRP167427_GSM3453848_input-old_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP167427_GSM3453848_input-old_ChIP_STAD","Input","SGC7901","Esophagus/Stomach","0"
"6089","SRP167427_GSM3453849_input-new_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP167427_GSM3453849_input-new_ChIP_STAD","Input","SGC7901","Esophagus/Stomach","0"
"6090","SRP174669_GSM3535194_WT_Input_1_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535194_WT_Input_1_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6091","SRP174669_GSM3535195_WT_Input_2_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535195_WT_Input_2_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6092","SRP174669_GSM3535198_K129R_Input_1_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535198_K129R_Input_1_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6093","SRP174669_GSM3535199_K129R_Input_2_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535199_K129R_Input_2_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6094","SRP174669_GSM3535202_K171R_Input_1_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535202_K171R_Input_1_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6095","SRP174669_GSM3535203_K171R_Input_2_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP174669_GSM3535203_K171R_Input_2_ChIP_STAD","Input","SNU484","Esophagus/Stomach","1"
"6096","SRP247001_GSM4294237_HGC27-INPUT-ctl_EBF1_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294237_HGC27-INPUT-ctl_EBF1_ChIP_STAD","Input","HGC27","Esophagus/Stomach","1"
"6097","SRP247001_GSM4294238_AGS_EBF1-Q196P-INPUT_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294238_AGS_EBF1-Q196P-INPUT_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6098","SRP247001_GSM4294239_AGS_EBF1-R209Q-INPUT_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294239_AGS_EBF1-R209Q-INPUT_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6099","SRP247001_GSM4294240_AGS-Input_ctl_EBF1_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294240_AGS-Input_ctl_EBF1_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6100","SRP247001_GSM4294247_AGS-DMSO-Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294247_AGS-DMSO-Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6101","SRP247001_GSM4294248_AGS-5AZA-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294248_AGS-5AZA-Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6102","SRP247001_GSM4294249_AGS-GSK126-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294249_AGS-GSK126-Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6103","SRP247001_GSM4294250_SNU484-DMSO-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294250_SNU484-DMSO-Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6104","SRP247001_GSM4294251_SNU484-5AZA-Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294251_SNU484-5AZA-Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","1"
"6105","SRP247001_GSM4294252_SNU484-GSK126-Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294252_SNU484-GSK126-Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6106","SRP247001_GSM4294260_KATO-III-Input-ctl_H3K4me1_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294260_KATO-III-Input-ctl_H3K4me1_ChIP_STAD","Input","KATOIII","Esophagus/Stomach","0"
"6107","SRP247001_GSM4294261_SNU719-Input-ctl_H3K4me1_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294261_SNU719-Input-ctl_H3K4me1_ChIP_STAD","Input","SNU719","Esophagus/Stomach","0"
"6108","SRP247001_GSM4294262_YCC10-Input-ctl_H3K4me1_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294262_YCC10-Input-ctl_H3K4me1_ChIP_STAD","Input","YCC10","Esophagus/Stomach","0"
"6109","SRP247001_GSM4294263_SNU16-Input-ctl_H3K4me1H3K27ac_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294263_SNU16-Input-ctl_H3K4me1H3K27ac_ChIP_STAD","Input","SNU16","Esophagus/Stomach","1"
"6110","SRP247001_GSM4294264_YCC11-Input-ctl_H3K4me1H3K27ac_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP247001_GSM4294264_YCC11-Input-ctl_H3K4me1H3K27ac_ChIP_STAD","Input","YCC11","Esophagus/Stomach","0"
"6111","SRP251712_GSM4385364_H_NC_input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP251712_GSM4385364_H_NC_input_ChIP_STAD","Input","HGC27","Esophagus/Stomach","0"
"6112","SRP251712_GSM4385366_H_shD_input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP251712_GSM4385366_H_shD_input_ChIP_STAD","Input","HGC27","Esophagus/Stomach","0"
"6113","SRP263109_ChIP_seq_MSH2KO_YCC21_Input_sample_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP263109_ChIP_seq_MSH2KO_YCC21_Input_sample_STAD","Input","YCC21","Esophagus/Stomach","1"
"6114","SRP263109_ChIP_input_sample_of_homo_sapiens_SNU16_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP263109_ChIP_input_sample_of_homo_sapiens_SNU16_STAD","Input","SNU16","Esophagus/Stomach","1"
"6115","SRP295352_GSM4951760_AGS_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951760_AGS_Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6116","SRP263109_ChIP_input_sample_of_homo_sapiens_GES1_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP263109_ChIP_input_sample_of_homo_sapiens_GES1_STAD","Input","GES1","Esophagus/Stomach","0"
"6117","SRP263109_ChIP_seq_Wildtype_YCC21_Input_sample_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP263109_ChIP_seq_Wildtype_YCC21_Input_sample_STAD","Input","YCC21","Esophagus/Stomach","1"
"6118","SRP295352_GSM4951764_HGC27_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951764_HGC27_Input_ChIP_STAD","Input","HGC27","Esophagus/Stomach","0"
"6119","SRP295352_GSM4951770_HS746T_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951770_HS746T_Input_ChIP_STAD","Input","HS746T","Esophagus/Stomach","0"
"6120","SRP295352_GSM4951774_HsInt_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951774_HsInt_Input_ChIP_STAD","Input","HSINT","Esophagus/Stomach","0"
"6121","SRP295352_GSM4951780_NUGC4_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951780_NUGC4_Input_ChIP_STAD","Input","NUGC4","Esophagus/Stomach","0"
"6122","SRP295352_GSM4951777_LMSU_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951777_LMSU_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6123","SRP295352_GSM4951768_Hs738_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951768_Hs738_Input_ChIP_STAD","Input","HS738","Esophagus/Stomach","0"
"6124","SRP295352_GSM4951784_SNU484_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951784_SNU484_Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6125","SRP295352_GSM4951787_SNU719_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951787_SNU719_Input_ChIP_STAD","Input","SNU719","Esophagus/Stomach","0"
"6126","SRP343001_GSM5655108_AGS_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655108_AGS_Input_ChIP_STAD","Input","AGS","Esophagus/Stomach","0"
"6127","SRP295352_GSM4951789_YCC10_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951789_YCC10_Input_ChIP_STAD","Input","YCC10","Esophagus/Stomach","0"
"6128","SRP343001_GSM5655109_CLS145_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655109_CLS145_Input_ChIP_STAD","Input","CLS145","Esophagus/Stomach","0"
"6129","SRP343001_GSM5655110_FU97_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655110_FU97_Input_ChIP_STAD","Input","FU97","Esophagus/Stomach","0"
"6130","SRP343001_GSM5655111_HGC27_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655111_HGC27_Input_ChIP_STAD","Input","HGC27","Esophagus/Stomach","0"
"6131","SRP295352_GSM4951791_YCC11_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP295352_GSM4951791_YCC11_Input_ChIP_STAD","Input","YCC11","Esophagus/Stomach","0"
"6132","SRP343001_GSM5655113_IM95_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655113_IM95_Input_ChIP_STAD","Input","IM95","Esophagus/Stomach","0"
"6133","SRP343001_GSM5655112_Hs746T_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655112_Hs746T_Input_ChIP_STAD","Input","HS746T","Esophagus/Stomach","0"
"6134","SRP343001_GSM5655114_KATOIII_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655114_KATOIII_Input_ChIP_STAD","Input","KATOIII","Esophagus/Stomach","0"
"6135","SRP343001_GSM5655115_LMSU_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655115_LMSU_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6136","SRP343001_GSM5655116_MKN1_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655116_MKN1_Input_ChIP_STAD","Input","MKN1","Esophagus/Stomach","0"
"6137","SRP343001_GSM5655117_MKN7_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655117_MKN7_Input_ChIP_STAD","Input","MKN7","Esophagus/Stomach","1"
"6138","SRP343001_GSM5655119_NCC59_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655119_NCC59_Input_ChIP_STAD","Input","NCC59","Esophagus/Stomach","0"
"6139","SRP343001_GSM5655120_OCUM1_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655120_OCUM1_Input_ChIP_STAD","Input","OCUM1","Esophagus/Stomach","0"
"6140","SRP343001_GSM5655118_NCC19_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655118_NCC19_Input_ChIP_STAD","Input","NCC19","Esophagus/Stomach","1"
"6141","SRP343001_GSM5655122_SNU16_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655122_SNU16_Input_ChIP_STAD","Input","SNU16","Esophagus/Stomach","0"
"6142","SRP343001_GSM5655123_SNU1750_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655123_SNU1750_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","0"
"6143","SRP343001_GSM5655124_SNU1967_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655124_SNU1967_Input_ChIP_STAD","Input","SNU1967","Esophagus/Stomach","0"
"6145","SRP343001_GSM5655121_RERFGC1B_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655121_RERFGC1B_Input_ChIP_STAD","Input","RERFGC1B","Esophagus/Stomach","0"
"6146","SRP343001_GSM5655125_SNU484_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655125_SNU484_Input_ChIP_STAD","Input","SNU484","Esophagus/Stomach","0"
"6147","SRP343001_GSM5655127_TMK1_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655127_TMK1_Input_ChIP_STAD","Input","TMK1","Esophagus/Stomach","0"
"6148","SRP343001_GSM5655128_YCC10_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655128_YCC10_Input_ChIP_STAD","Input","YCC10","Esophagus/Stomach","0"
"6149","SRP343001_GSM5655130_YCC20_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655130_YCC20_Input_ChIP_STAD","Input","YCC20","Esophagus/Stomach","0"
"6150","SRP343001_GSM5655129_YCC11_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655129_YCC11_Input_ChIP_STAD","Input","YCC11","Esophagus/Stomach","0"
"6151","SRP343001_GSM5655131_YCC21_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655131_YCC21_Input_ChIP_STAD","Input","YCC21","Esophagus/Stomach","0"
"6152","SRP343001_GSM5655132_YCC22_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655132_YCC22_Input_ChIP_STAD","Input","YCC22","Esophagus/Stomach","0"
"6156","SRP343001_GSM5655133_YCC3_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655133_YCC3_Input_ChIP_STAD","Input","YCC3","Esophagus/Stomach","0"
"6157","SRP343001_GSM5655161_LMSU_shLuc_3_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655161_LMSU_shLuc_3_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6158","SRP343001_GSM5655160_LMSU_shLuc_2_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655160_LMSU_shLuc_2_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6159","SRP343001_GSM5655159_LMSU_shLuc_1_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655159_LMSU_shLuc_1_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6160","SRP343001_GSM5655162_LMSU_shTEAD1_1_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655162_LMSU_shTEAD1_1_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6161","SRP343001_GSM5655163_LMSU_shTEAD1_2_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655163_LMSU_shTEAD1_2_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6162","SRP343001_GSM5655164_LMSU_shTEAD1_3_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655164_LMSU_shTEAD1_3_Input_ChIP_STAD","Input","LMSU","Esophagus/Stomach","0"
"6163","SRP343001_GSM5655177_SNU1750_shLuc_1_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655177_SNU1750_shLuc_1_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6164","SRP343001_GSM5655178_SNU1750_shLuc_2_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655178_SNU1750_shLuc_2_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6165","SRP343001_GSM5655179_SNU1750_shLuc_3_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655179_SNU1750_shLuc_3_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6166","SRP343001_GSM5655180_SNU1750_shTEAD1_1_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655180_SNU1750_shTEAD1_1_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6167","SRP343001_GSM5655181_SNU1750_shTEAD1_2_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655181_SNU1750_shTEAD1_2_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6168","SRP343001_GSM5655198_P001_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655198_P001_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6169","SRP343001_GSM5655199_P002_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655199_P002_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6170","SRP343001_GSM5655182_SNU1750_shTEAD1_3_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655182_SNU1750_shTEAD1_3_Input_ChIP_STAD","Input","SNU1750","Esophagus/Stomach","1"
"6171","SRP343001_GSM5655200_P003_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655200_P003_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6172","SRP343001_GSM5655201_P004_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655201_P004_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6173","SRP343001_GSM5655202_P005_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655202_P005_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6174","SRP343001_GSM5655203_P006_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655203_P006_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6175","SRP343001_GSM5655204_P007_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655204_P007_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6176","SRP343001_GSM6160207_NUGC4_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM6160207_NUGC4_Input_ChIP_STAD","Input","NUGC4","Esophagus/Stomach","0"
"6182","SRP343001_GSM5655205_P008_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655205_P008_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6188","SRP343001_GSM5655206_P009_Input_ChIP_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP343001_GSM5655206_P009_Input_ChIP_STAD","Input","","Esophagus/Stomach","0"
"6189","SRP403592_AGS_Input_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_AGS_Input_STAD","Input","AGS","Esophagus/Stomach","0"
"6190","SRP403592_KATOIII_Input_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_KATOIII_Input_STAD","Input","KATOIII","Esophagus/Stomach","0"
"6191","SRP403592_MKN1_Input_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_MKN1_Input_STAD","Input","MKN1","Esophagus/Stomach","0"
"6192","SRP367603_GSM6020360_MGC803_Input_ChIP_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP367603_GSM6020360_MGC803_Input_ChIP_STAD","Input","MGC803","Esophagus/Stomach","0"
"6193","SRP403592_SNU005_Input_STAD",1,1,1,1,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_SNU005_Input_STAD","Input","SNU005","Esophagus/Stomach","0"
"6194","SRP403592_SNU001_Input_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_SNU001_Input_STAD","Input","SNU001","Esophagus/Stomach","0"
"6195","SRP403592_SNU520_Input_STAD",1,1,1,0,"/cluster/home/WeiNa/project/ecDNA/result/Cancer_from_GEO/SRP403592_SNU520_Input_STAD","Input","SNU520","Esophagus/Stomach","0"
